,genre,movieID,title
66,Drama,28,Persuasion (1995)
67,Romance,28,Persuasion (1995)
68,Adventure,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
69,Drama,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
70,Fantasy,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
71,Mystery,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
72,SciFi,29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)"
73,Crime,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
74,Drama,30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)
75,Drama,31,Dangerous Minds (1995)
76,Mystery,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
77,SciFi,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
78,Thriller,32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
79,Children,34,Babe (1995)
80,Drama,34,Babe (1995)
81,Crime,36,Dead Man Walking (1995)
82,Drama,36,Dead Man Walking (1995)
83,Children,38,It Takes Two (1995)
84,Comedy,38,It Takes Two (1995)
85,Comedy,39,Clueless (1995)
86,Romance,39,Clueless (1995)
87,Drama,40,"Cry, the Beloved Country (1995)"
88,Drama,41,Richard III (1995)
89,War,41,Richard III (1995)
90,Action,42,Dead Presidents (1995)
91,Crime,42,Dead Presidents (1995)
92,Drama,42,Dead Presidents (1995)
93,Drama,43,Restoration (1995)
94,Action,44,Mortal Kombat (1995)
95,Adventure,44,Mortal Kombat (1995)
96,Fantasy,44,Mortal Kombat (1995)
97,Comedy,45,To Die For (1995)
98,Drama,45,To Die For (1995)
99,Thriller,45,To Die For (1995)
100,Drama,46,How to Make an American Quilt (1995)
101,Romance,46,How to Make an American Quilt (1995)
102,Mystery,47,Seven (a.k.a. Se7en) (1995)
103,Thriller,47,Seven (a.k.a. Se7en) (1995)
104,Animation,48,Pocahontas (1995)
105,Children,48,Pocahontas (1995)
106,Drama,48,Pocahontas (1995)
107,Musical,48,Pocahontas (1995)
108,Romance,48,Pocahontas (1995)
109,Drama,49,When Night Is Falling (1995)
110,Romance,49,When Night Is Falling (1995)
111,Crime,50,"Usual Suspects, The (1995)"
112,Mystery,50,"Usual Suspects, The (1995)"
113,Thriller,50,"Usual Suspects, The (1995)"
114,Comedy,52,Mighty Aphrodite (1995)
115,Drama,52,Mighty Aphrodite (1995)
116,Romance,52,Mighty Aphrodite (1995)
117,Adventure,53,Lamerica (1994)
118,Drama,53,Lamerica (1994)
119,Children,54,"Big Green, The (1995)"
120,Comedy,54,"Big Green, The (1995)"
121,Drama,55,Georgia (1995)
122,Drama,57,Home for the Holidays (1995)
123,Comedy,58,"Postman, The (Postino, Il) (1994)"
124,Drama,58,"Postman, The (Postino, Il) (1994)"
125,Romance,58,"Postman, The (Postino, Il) (1994)"
126,Adventure,60,"Indian in the Cupboard, The (1995)"
127,Children,60,"Indian in the Cupboard, The (1995)"
128,Fantasy,60,"Indian in the Cupboard, The (1995)"
129,Drama,61,Eye for an Eye (1996)
130,Thriller,61,Eye for an Eye (1996)
131,Drama,62,Mr. Holland's Opus (1995)
132,Comedy,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
133,Crime,63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
134,Comedy,64,Two if by Sea (1996)
135,Romance,64,Two if by Sea (1996)
136,Comedy,65,Bio-Dome (1996)
137,Action,66,Lawnmower Man 2: Beyond Cyberspace (1996)
138,SciFi,66,Lawnmower Man 2: Beyond Cyberspace (1996)
139,Thriller,66,Lawnmower Man 2: Beyond Cyberspace (1996)
140,Comedy,68,French Twist (Gazon maudit) (1995)
141,Romance,68,French Twist (Gazon maudit) (1995)
142,Comedy,69,Friday (1995)
143,Action,70,From Dusk Till Dawn (1996)
144,Comedy,70,From Dusk Till Dawn (1996)
145,Horror,70,From Dusk Till Dawn (1996)
146,Thriller,70,From Dusk Till Dawn (1996)
147,Action,71,Fair Game (1995)
148,Comedy,72,Kicking and Screaming (1995)
149,Drama,72,Kicking and Screaming (1995)
150,Drama,73,"Misérables, Les (1995)"
151,War,73,"Misérables, Les (1995)"
152,Drama,74,Bed of Roses (1996)
153,Romance,74,Bed of Roses (1996)
154,Comedy,75,Big Bully (1996)
155,Drama,75,Big Bully (1996)
156,Action,76,Screamers (1995)
157,SciFi,76,Screamers (1995)
158,Thriller,76,Screamers (1995)
159,Documentary,77,Nico Icon (1995)
160,Action,78,"Crossing Guard, The (1995)"
161,Crime,78,"Crossing Guard, The (1995)"
162,Drama,78,"Crossing Guard, The (1995)"
163,Thriller,78,"Crossing Guard, The (1995)"
164,Drama,79,"Juror, The (1996)"
165,Thriller,79,"Juror, The (1996)"
166,Children,80,"White Balloon, The (Badkonake sefid) (1995)"
167,Drama,80,"White Balloon, The (Badkonake sefid) (1995)"
168,Crime,81,Things to Do in Denver When You're Dead (1995)
169,Drama,81,Things to Do in Denver When You're Dead (1995)
170,Romance,81,Things to Do in Denver When You're Dead (1995)
171,Comedy,82,Antonia's Line (Antonia) (1995)
172,Drama,82,Antonia's Line (Antonia) (1995)
173,Drama,83,Once Upon a Time... When We Were Colored (1995)
174,Romance,83,Once Upon a Time... When We Were Colored (1995)
175,Drama,85,Angels and Insects (1995)
176,Romance,85,Angels and Insects (1995)
177,Action,86,White Squall (1996)
178,Adventure,86,White Squall (1996)
179,Drama,86,White Squall (1996)
180,Children,87,Dunston Checks In (1996)
181,Comedy,87,Dunston Checks In (1996)
182,Comedy,88,Black Sheep (1996)
183,Action,89,Nick of Time (1995)
184,Thriller,89,Nick of Time (1995)
185,Drama,92,Mary Reilly (1996)
186,Horror,92,Mary Reilly (1996)
187,Thriller,92,Mary Reilly (1996)
188,Comedy,93,Vampire in Brooklyn (1995)
189,Horror,93,Vampire in Brooklyn (1995)
190,Romance,93,Vampire in Brooklyn (1995)
191,Comedy,94,Beautiful Girls (1996)
192,Drama,94,Beautiful Girls (1996)
193,Romance,94,Beautiful Girls (1996)
194,Action,95,Broken Arrow (1996)
195,Adventure,95,Broken Arrow (1996)
196,Thriller,95,Broken Arrow (1996)
197,Comedy,96,In the Bleak Midwinter (1995)
198,Drama,96,In the Bleak Midwinter (1995)
199,Crime,97,"Hate (Haine, La) (1995)"
200,Drama,97,"Hate (Haine, La) (1995)"
201,Documentary,99,Heidi Fleiss: Hollywood Madam (1995)
202,Drama,100,City Hall (1996)
203,Thriller,100,City Hall (1996)
204,Adventure,101,Bottle Rocket (1996)
205,Comedy,101,Bottle Rocket (1996)
206,Crime,101,Bottle Rocket (1996)
207,Romance,101,Bottle Rocket (1996)
208,Comedy,102,Mr. Wrong (1996)
209,Mystery,103,Unforgettable (1996)
210,SciFi,103,Unforgettable (1996)
211,Thriller,103,Unforgettable (1996)
212,Comedy,104,Happy Gilmore (1996)
213,Drama,105,"Bridges of Madison County, The (1995)"
214,Romance,105,"Bridges of Madison County, The (1995)"
215,Comedy,106,Nobody Loves Me (Keiner liebt mich) (1994)
216,Drama,106,Nobody Loves Me (Keiner liebt mich) (1994)
217,Adventure,107,Muppet Treasure Island (1996)
218,Children,107,Muppet Treasure Island (1996)
219,Comedy,107,Muppet Treasure Island (1996)
220,Musical,107,Muppet Treasure Island (1996)
221,Documentary,108,Catwalk (1996)
222,Action,110,Braveheart (1995)
223,Drama,110,Braveheart (1995)
224,War,110,Braveheart (1995)
225,Crime,111,Taxi Driver (1976)
226,Drama,111,Taxi Driver (1976)
227,Thriller,111,Taxi Driver (1976)
228,Action,112,Rumble in the Bronx (Hont faan kui) (1995)
229,Adventure,112,Rumble in the Bronx (Hont faan kui) (1995)
230,Comedy,112,Rumble in the Bronx (Hont faan kui) (1995)
231,Crime,112,Rumble in the Bronx (Hont faan kui) (1995)
232,Drama,113,Before and After (1996)
233,Mystery,113,Before and After (1996)
234,Documentary,116,Anne Frank Remembered (1995)
235,Crime,117,"Young Poisoner's Handbook, The (1995)"
236,Drama,117,"Young Poisoner's Handbook, The (1995)"
237,Comedy,118,If Lucy Fell (1996)
238,Romance,118,If Lucy Fell (1996)
239,Comedy,119,"Steal Big, Steal Little (1995)"
240,Drama,121,"Boys of St. Vincent, The (1992)"
241,Comedy,122,Boomerang (1992)
242,Romance,122,Boomerang (1992)
243,Drama,123,Chungking Express (Chung Hing sam lam) (1994)
244,Mystery,123,Chungking Express (Chung Hing sam lam) (1994)
245,Romance,123,Chungking Express (Chung Hing sam lam) (1994)
246,Comedy,125,Flirting With Disaster (1996)
247,Adventure,126,"NeverEnding Story III, The (1994)"
248,Children,126,"NeverEnding Story III, The (1994)"
249,Fantasy,126,"NeverEnding Story III, The (1994)"
250,Documentary,128,Jupiter's Wife (1994)
251,Comedy,129,Pie in the Sky (1996)
252,Romance,129,Pie in the Sky (1996)
253,Thriller,132,Jade (1995)
254,Comedy,135,Down Periscope (1996)
255,Documentary,137,Man of the Year (1995)
256,Drama,140,Up Close and Personal (1996)
257,Romance,140,Up Close and Personal (1996)
258,Comedy,141,"Birdcage, The (1996)"
259,Comedy,144,"Brothers McMullen, The (1995)"
260,Action,145,Bad Boys (1995)
261,Comedy,145,Bad Boys (1995)
262,Crime,145,Bad Boys (1995)
263,Drama,145,Bad Boys (1995)
264,Thriller,145,Bad Boys (1995)
265,Adventure,146,"Amazing Panda Adventure, The (1995)"
266,Children,146,"Amazing Panda Adventure, The (1995)"
267,Drama,147,"Basketball Diaries, The (1995)"
268,Drama,148,"Awfully Big Adventure, An (1995)"
269,Crime,149,Amateur (1994)
270,Drama,149,Amateur (1994)
271,Thriller,149,Amateur (1994)
272,Adventure,150,Apollo 13 (1995)
273,Drama,150,Apollo 13 (1995)
274,IMAX,150,Apollo 13 (1995)
275,Action,151,Rob Roy (1995)
276,Drama,151,Rob Roy (1995)
277,Romance,151,Rob Roy (1995)
278,War,151,Rob Roy (1995)
279,Drama,152,"Addiction, The (1995)"
280,Horror,152,"Addiction, The (1995)"
281,Action,153,Batman Forever (1995)
282,Adventure,153,Batman Forever (1995)
283,Comedy,153,Batman Forever (1995)
284,Crime,153,Batman Forever (1995)
285,Drama,154,Beauty of the Day (Belle de jour) (1967)
286,Adventure,155,Beyond Rangoon (1995)
287,Drama,155,Beyond Rangoon (1995)
288,War,155,Beyond Rangoon (1995)
289,Comedy,156,Blue in the Face (1995)
290,Drama,156,Blue in the Face (1995)
291,Comedy,157,Canadian Bacon (1995)
292,War,157,Canadian Bacon (1995)
293,Adventure,158,Casper (1995)
294,Children,158,Casper (1995)
295,Crime,159,Clockers (1995)
296,Drama,159,Clockers (1995)
297,Mystery,159,Clockers (1995)
298,Action,160,Congo (1995)
299,Adventure,160,Congo (1995)
300,Mystery,160,Congo (1995)
301,SciFi,160,Congo (1995)
302,Drama,161,Crimson Tide (1995)
303,Thriller,161,Crimson Tide (1995)
304,War,161,Crimson Tide (1995)
305,Documentary,162,Crumb (1994)
306,Action,163,Desperado (1995)
307,Romance,163,Desperado (1995)
308,Western,163,Desperado (1995)
309,Crime,164,Devil in a Blue Dress (1995)
310,FilmNoir,164,Devil in a Blue Dress (1995)
311,Mystery,164,Devil in a Blue Dress (1995)
312,Thriller,164,Devil in a Blue Dress (1995)
313,Action,165,Die Hard: With a Vengeance (1995)
314,Crime,165,Die Hard: With a Vengeance (1995)
315,Thriller,165,Die Hard: With a Vengeance (1995)
316,Comedy,166,"Doom Generation, The (1995)"
317,Crime,166,"Doom Generation, The (1995)"
318,Drama,166,"Doom Generation, The (1995)"
319,Action,168,First Knight (1995)
320,Drama,168,First Knight (1995)
321,Romance,168,First Knight (1995)
322,Adventure,169,Free Willy 2: The Adventure Home (1995)
323,Children,169,Free Willy 2: The Adventure Home (1995)
324,Drama,169,Free Willy 2: The Adventure Home (1995)
325,Action,170,Hackers (1995)
326,Adventure,170,Hackers (1995)
327,Crime,170,Hackers (1995)
328,Thriller,170,Hackers (1995)
329,Comedy,171,Jeffrey (1995)
330,Drama,171,Jeffrey (1995)
331,Action,172,Johnny Mnemonic (1995)
332,SciFi,172,Johnny Mnemonic (1995)
333,Thriller,172,Johnny Mnemonic (1995)
334,Action,173,Judge Dredd (1995)
335,Crime,173,Judge Dredd (1995)
336,SciFi,173,Judge Dredd (1995)
337,Comedy,174,Jury Duty (1995)
338,Drama,175,Kids (1995)
339,Comedy,176,Living in Oblivion (1995)
340,Horror,177,Lord of Illusions (1995)
341,Comedy,178,Love & Human Remains (1993)
342,Drama,178,Love & Human Remains (1993)
343,Drama,179,Mad Love (1995)
344,Romance,179,Mad Love (1995)
345,Comedy,180,Mallrats (1995)
346,Romance,180,Mallrats (1995)
347,Action,181,Mighty Morphin Power Rangers: The Movie (1995)
348,Children,181,Mighty Morphin Power Rangers: The Movie (1995)
349,Comedy,183,Mute Witness (1994)
350,Horror,183,Mute Witness (1994)
351,Thriller,183,Mute Witness (1994)
352,Drama,184,Nadja (1994)
353,Action,185,"Net, The (1995)"
354,Crime,185,"Net, The (1995)"
355,Thriller,185,"Net, The (1995)"
356,Comedy,186,Nine Months (1995)
357,Romance,186,Nine Months (1995)
358,Comedy,187,Party Girl (1995)
359,Fantasy,188,"Prophecy, The (1995)"
360,Horror,188,"Prophecy, The (1995)"
361,Mystery,188,"Prophecy, The (1995)"
362,Comedy,189,Reckless (1995)
363,Fantasy,189,Reckless (1995)
364,Thriller,190,Safe (1995)
365,Drama,191,"Scarlet Letter, The (1995)"
366,Romance,191,"Scarlet Letter, The (1995)"
367,Drama,193,Showgirls (1995)
368,Comedy,194,Smoke (1995)
369,Drama,194,Smoke (1995)
370,Comedy,195,Something to Talk About (1995)
371,Drama,195,Something to Talk About (1995)
372,Romance,195,Something to Talk About (1995)
373,Horror,196,Species (1995)
374,SciFi,196,Species (1995)
375,Action,198,Strange Days (1995)
376,Crime,198,Strange Days (1995)
377,Drama,198,Strange Days (1995)
378,Mystery,198,Strange Days (1995)
379,SciFi,198,Strange Days (1995)
380,Thriller,198,Strange Days (1995)
381,Drama,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
382,Musical,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
383,Romance,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
384,Drama,201,Three Wishes (1995)
385,Fantasy,201,Three Wishes (1995)
386,Drama,202,Total Eclipse (1995)
387,Romance,202,Total Eclipse (1995)
388,Comedy,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
389,Action,204,Under Siege 2: Dark Territory (1995)
390,Comedy,205,Unstrung Heroes (1995)
391,Drama,205,Unstrung Heroes (1995)
392,Documentary,206,Unzipped (1995)
393,Drama,207,"Walk in the Clouds, A (1995)"
394,Romance,207,"Walk in the Clouds, A (1995)"
395,Action,208,Waterworld (1995)
396,Adventure,208,Waterworld (1995)
397,SciFi,208,Waterworld (1995)
398,Drama,209,White Man's Burden (1995)
399,Western,210,Wild Bill (1995)
400,Drama,211,"Browning Version, The (1994)"
401,Adventure,212,Bushwhacked (1995)
402,Comedy,212,Bushwhacked (1995)
403,Crime,212,Bushwhacked (1995)
404,Mystery,212,Bushwhacked (1995)
405,Drama,213,Burnt by the Sun (Utomlyonnye solntsem) (1994)
406,Drama,214,Before the Rain (Pred dozhdot) (1994)
407,War,214,Before the Rain (Pred dozhdot) (1994)
408,Drama,215,Before Sunrise (1995)
409,Romance,215,Before Sunrise (1995)
410,Comedy,216,Billy Madison (1995)
411,Drama,217,"Babysitter, The (1995)"
412,Thriller,217,"Babysitter, The (1995)"
413,Comedy,218,Boys on the Side (1995)
414,Drama,218,Boys on the Side (1995)
415,Drama,219,"Cure, The (1995)"
416,Horror,220,Castle Freak (1995)
417,Drama,222,Circle of Friends (1995)
418,Romance,222,Circle of Friends (1995)
419,Comedy,223,Clerks (1994)
420,Comedy,224,Don Juan DeMarco (1995)
421,Drama,224,Don Juan DeMarco (1995)
422,Romance,224,Don Juan DeMarco (1995)
423,Drama,225,Disclosure (1994)
424,Thriller,225,Disclosure (1994)
425,Action,227,Drop Zone (1994)
426,Thriller,227,Drop Zone (1994)
427,Comedy,228,Destiny Turns on the Radio (1995)
428,Drama,229,Death and the Maiden (1994)
429,Thriller,229,Death and the Maiden (1994)
430,Drama,230,Dolores Claiborne (1995)
431,Thriller,230,Dolores Claiborne (1995)
432,Adventure,231,Dumb & Dumber (Dumb and Dumber) (1994)
433,Comedy,231,Dumb & Dumber (Dumb and Dumber) (1994)
434,Comedy,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
435,Drama,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
436,Romance,232,Eat Drink Man Woman (Yin shi nan nu) (1994)
437,Drama,233,Exotica (1994)
438,Comedy,234,Exit to Eden (1994)
439,Comedy,235,Ed Wood (1994)
440,Drama,235,Ed Wood (1994)
441,Action,236,French Kiss (1995)
442,Comedy,236,French Kiss (1995)
443,Romance,236,French Kiss (1995)
444,Comedy,237,Forget Paris (1995)
445,Romance,237,Forget Paris (1995)
446,Adventure,238,Far From Home: The Adventures of Yellow Dog (1995)
447,Children,238,Far From Home: The Adventures of Yellow Dog (1995)
448,Animation,239,"Goofy Movie, A (1995)"
449,Children,239,"Goofy Movie, A (1995)"
450,Comedy,239,"Goofy Movie, A (1995)"
451,Romance,239,"Goofy Movie, A (1995)"
452,Thriller,240,Hideaway (1995)
453,Children,241,Fluke (1995)
454,Drama,241,Fluke (1995)
455,Drama,242,Farinelli: il castrato (1994)
456,Musical,242,Farinelli: il castrato (1994)
457,Children,243,Gordy (1995)
458,Comedy,243,Gordy (1995)
459,Fantasy,243,Gordy (1995)
460,Documentary,246,Hoop Dreams (1994)
461,Crime,247,Heavenly Creatures (1994)
462,Drama,247,Heavenly Creatures (1994)
463,Comedy,248,Houseguest (1994)
464,Drama,249,Immortal Beloved (1994)
465,Romance,249,Immortal Beloved (1994)
466,Children,250,Heavyweights (Heavy Weights) (1995)
467,Comedy,250,Heavyweights (Heavy Weights) (1995)
468,Action,251,"Hunted, The (1995)"
469,Comedy,252,I.Q. (1994)
470,Romance,252,I.Q. (1994)
471,Drama,253,Interview with the Vampire: The Vampire Chronicles (1994)
472,Horror,253,Interview with the Vampire: The Vampire Chronicles (1994)
473,Drama,254,Jefferson in Paris (1995)
474,Comedy,255,"Jerky Boys, The (1995)"
475,Comedy,256,Junior (1994)
476,SciFi,256,Junior (1994)
477,Mystery,257,Just Cause (1995)
478,Thriller,257,Just Cause (1995)
479,Adventure,258,"Kid in King Arthur's Court, A (1995)"
480,Children,258,"Kid in King Arthur's Court, A (1995)"
481,Comedy,258,"Kid in King Arthur's Court, A (1995)"
482,Fantasy,258,"Kid in King Arthur's Court, A (1995)"
483,Romance,258,"Kid in King Arthur's Court, A (1995)"
484,Crime,259,Kiss of Death (1995)
485,Drama,259,Kiss of Death (1995)
486,Thriller,259,Kiss of Death (1995)
487,Action,260,Star Wars: Episode IV - A New Hope (1977)
488,Adventure,260,Star Wars: Episode IV - A New Hope (1977)
489,SciFi,260,Star Wars: Episode IV - A New Hope (1977)
490,Drama,261,Little Women (1994)
491,Children,262,"Little Princess, A (1995)"
492,Drama,262,"Little Princess, A (1995)"
493,Drama,263,Ladybird Ladybird (1994)
494,Drama,265,Like Water for Chocolate (Como agua para chocolate) (1992)
495,Fantasy,265,Like Water for Chocolate (Como agua para chocolate) (1992)
496,Romance,265,Like Water for Chocolate (Como agua para chocolate) (1992)
497,Drama,266,Legends of the Fall (1994)
498,Romance,266,Legends of the Fall (1994)
499,War,266,Legends of the Fall (1994)
500,Western,266,Legends of the Fall (1994)
501,Comedy,267,Major Payne (1995)
502,Drama,269,My Crazy Life (Mi vida loca) (1993)
503,Drama,270,Love Affair (1994)
504,Romance,270,Love Affair (1994)
505,Drama,271,Losing Isaiah (1995)
506,Comedy,272,"Madness of King George, The (1994)"
507,Drama,272,"Madness of King George, The (1994)"
508,Drama,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
509,Horror,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
510,SciFi,273,Mary Shelley's Frankenstein (Frankenstein) (1994)
511,Comedy,274,Man of the House (1995)
512,Comedy,275,Mixed Nuts (1994)
513,Comedy,276,Milk Money (1994)
514,Romance,276,Milk Money (1994)
515,Drama,277,Miracle on 34th Street (1994)
516,Comedy,278,Miami Rhapsody (1995)
517,Drama,279,My Family (1995)
518,Drama,280,Murder in the First (1995)
519,Thriller,280,Murder in the First (1995)
520,Comedy,281,Nobody's Fool (1994)
521,Drama,281,Nobody's Fool (1994)
522,Romance,281,Nobody's Fool (1994)
523,Drama,282,Nell (1994)
524,Crime,283,New Jersey Drive (1995)
525,Drama,283,New Jersey Drive (1995)
526,Action,284,New York Cop (Nyû Yôku no koppu) (1993)
527,Crime,284,New York Cop (Nyû Yôku no koppu) (1993)
528,Drama,285,Beyond Bedlam (1993)
529,Horror,285,Beyond Bedlam (1993)
530,Comedy,287,Nina Takes a Lover (1994)
531,Romance,287,Nina Takes a Lover (1994)
532,Action,288,Natural Born Killers (1994)
533,Crime,288,Natural Born Killers (1994)
534,Thriller,288,Natural Born Killers (1994)
535,Comedy,289,Only You (1994)
536,Romance,289,Only You (1994)
537,Crime,290,Once Were Warriors (1994)
538,Drama,290,Once Were Warriors (1994)
539,Drama,291,Poison Ivy II (1996)
540,Thriller,291,Poison Ivy II (1996)
541,Action,292,Outbreak (1995)
542,Drama,292,Outbreak (1995)
543,SciFi,292,Outbreak (1995)
544,Thriller,292,Outbreak (1995)
545,Action,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
546,Crime,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
547,Drama,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
548,Thriller,293,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
549,Comedy,294,"Perez Family, The (1995)"
550,Romance,294,"Perez Family, The (1995)"
551,Comedy,295,"Pyromaniac's Love Story, A (1995)"
552,Romance,295,"Pyromaniac's Love Story, A (1995)"
553,Comedy,296,Pulp Fiction (1994)
554,Crime,296,Pulp Fiction (1994)
555,Drama,296,Pulp Fiction (1994)
556,Thriller,296,Pulp Fiction (1994)
557,Drama,298,Pushing Hands (Tui shou) (1992)
558,Drama,299,Priest (1994)
559,Drama,300,Quiz Show (1994)
560,Drama,301,Picture Bride (Bijo photo) (1994)
561,Romance,301,Picture Bride (Bijo photo) (1994)
562,Drama,302,"Queen Margot (Reine Margot, La) (1994)"
563,Romance,302,"Queen Margot (Reine Margot, La) (1994)"
564,Action,303,"Quick and the Dead, The (1995)"
565,Thriller,303,"Quick and the Dead, The (1995)"
566,Western,303,"Quick and the Dead, The (1995)"
567,Comedy,304,Roommates (1995)
568,Drama,304,Roommates (1995)
569,Comedy,305,Ready to Wear (Pret-A-Porter) (1994)
570,Drama,306,Three Colors: Red (Trois couleurs: Rouge) (1994)
571,Drama,307,Three Colors: Blue (Trois couleurs: Bleu) (1993)
572,Comedy,308,Three Colors: White (Trzy kolory: Bialy) (1994)
573,Drama,308,Three Colors: White (Trzy kolory: Bialy) (1994)
574,Comedy,310,Rent-a-Kid (1995)
575,Horror,311,Relative Fear (1994)
576,Thriller,311,Relative Fear (1994)
577,Comedy,312,Stuart Saves His Family (1995)
578,Animation,313,"Swan Princess, The (1994)"
579,Children,313,"Swan Princess, The (1994)"
580,Children,314,"Secret of Roan Inish, The (1994)"
581,Drama,314,"Secret of Roan Inish, The (1994)"
582,Fantasy,314,"Secret of Roan Inish, The (1994)"
583,Mystery,314,"Secret of Roan Inish, The (1994)"
584,Action,315,"Specialist, The (1994)"
585,Drama,315,"Specialist, The (1994)"
586,Thriller,315,"Specialist, The (1994)"
587,Action,316,Stargate (1994)
588,Adventure,316,Stargate (1994)
589,SciFi,316,Stargate (1994)
590,Comedy,317,"Santa Clause, The (1994)"
591,Drama,317,"Santa Clause, The (1994)"
592,Fantasy,317,"Santa Clause, The (1994)"
593,Crime,318,"Shawshank Redemption, The (1994)"
594,Drama,318,"Shawshank Redemption, The (1994)"
595,Comedy,319,Shallow Grave (1994)
596,Drama,319,Shallow Grave (1994)
597,Thriller,319,Shallow Grave (1994)
598,FilmNoir,320,Suture (1993)
599,Thriller,320,Suture (1993)
600,Drama,321,Strawberry and Chocolate (Fresa y chocolate) (1993)
601,Comedy,322,Swimming with Sharks (1995)
602,Drama,322,Swimming with Sharks (1995)
603,Comedy,324,"Sum of Us, The (1994)"
604,Drama,324,"Sum of Us, The (1994)"
605,Comedy,325,National Lampoon's Senior Trip (1995)
606,Drama,326,To Live (Huozhe) (1994)
607,Action,327,Tank Girl (1995)
608,Comedy,327,Tank Girl (1995)
609,SciFi,327,Tank Girl (1995)
610,Horror,328,Tales from the Crypt Presents: Demon Knight (1995)
611,Thriller,328,Tales from the Crypt Presents: Demon Knight (1995)
612,Adventure,329,Star Trek: Generations (1994)
613,Drama,329,Star Trek: Generations (1994)
614,SciFi,329,Star Trek: Generations (1994)
615,Action,330,Tales from the Hood (1995)
616,Crime,330,Tales from the Hood (1995)
617,Horror,330,Tales from the Hood (1995)
618,Drama,331,Tom & Viv (1994)
619,Horror,332,Village of the Damned (1995)
